id,url,title,type,country,director,alsoknownas,episodes,score,aired,duration,genres,tags,mainrole,supportrole
18,https://mydramalist.com/18-yamato-nadeshiko-shichi-henge,Yamato Nadeshiko Shichi Henge (2010), Drama, Japan ," Ishii Yasuharu,  Ozawa Yuki,  Kawashima Ryutaro ","  Perfect Girl Evolution ,   The Wallflower  ", 10," 7.7 (scored by 13,178 users)"," Jan 15, 2010 - Mar 19, 2010", 54 min.,"Friendship,Comedy,Romance,Life,Supernatural","PersonalGrowth,AdaptedFromAManga,LowSelf-esteemProtagonist,SociallyAwkwardProtagonist,EccentricFemaleLead,Winter,Stalker,ArrogantMaleLead,SpecialPower,Cohabitation","Kamenashi Kazuya,Tegoshi Yuya,Omasa Aya,Uchi Hiroki,Miyao Shuntaro,","Kato Seishiro,"
19,https://mydramalist.com/19-personal-taste,Personal Taste (2010), Drama, South Korea ," Song Hyung Suk,  Noh Jong Chan ","  Personal Preference ,  Gae In's Taste ,  Perfect Match ,  Gaeinui Chwihyang ,  Gustos personales ,  Preferencia personal  ", 16," 7.7 (scored by 32,880 users)"," Mar 31, 2010 - May 20, 2010", 1 hr. 5 min.,"Comedy,Romance","Cohabitation,NaiveFemaleLead,Housemates,PretendsToBeGay,Architecture,Misunderstanding,Betrayal,Lying,InnocentFemaleLead,EccentricFemaleLead","Lee Min Ho,Son Ye Jin,Kim Ji Suk,Wang Ji Hye,","Jo Eun Ji,Ahn Suk Hwan,"
20,https://mydramalist.com/20-playful-kiss,Playful Kiss (2010), Drama, South Korea ," Hwang In Roe,  Kim Jung Hyun,  Kim Do Hyung ","  Naughty Kiss ,  Mischievous Kiss ,  Jangnanseureon Kiss ,  Jangnanseuron Kiseu ,  Beso travieso  ", 16," 7.3 (scored by 37,423 users)"," Sep  1, 2010 - Oct 21, 2010", 1 hr. 5 min.,"Comedy,Romance,School,Drama","Cohabitation,AdaptedFromAManga,FirstLove,UnrequitedLove,ArrogantMaleLead,FemaleChasesMaleFirst,HighSchool,LoveTriangle,SmartMaleLead,Obsession","Kim Hyun Joong,Jung So Min,Lee Tae Sung,","Hong Yoon Hwa,Yoon Seung Ah,Lee Shi Young,"
21,https://mydramalist.com/21-mary-stayed-out-all-night,Mary Stayed Out All Night (2010), Drama, South Korea ," Kim Young Gyoon,  Hong Seok Goo ","  Marry Me, Mary! ,  Maerineun Oebakjoong ,  Maerineun Oebakjung  ", 16," 7.1 (scored by 15,432 users)"," Nov  8, 2010 - Dec 28, 2010", 1 hr. 5 min.,"Friendship,Music,Comedy,Romance","PretendRelationship,Music,Idol,LoveSquare,LoveTriangle,HateToLove,AdaptedFromAManhwa,ContractRelationship,ArrangedMarriage,AdaptedFromAWebtoon","Jang Geun Suk,Moon Geun Young,Kim Jae Wook,Kim Hyo Jin,","Geum Ho Suk,Park Jun Gyu,"
22,https://mydramalist.com/22-atashinchi-no-danshi,Atashinchi no Danshi (2009), Drama, Japan ," Matsuda Hidetomo,  Sato Genta ","  My Boys  ,   Atashi no Uchi no Danshi  ,   The Boys of My House  ,   The Boys of My Family  ", 11," 7.7 (scored by 9,801 users)"," Apr 14, 2009 - Jun 23, 2009", 46 min.,"Comedy,Drama,Family","Adoption,Acceptance,Stepmother,Inventor,SlightRomance,SmartFemaleLead,Reverse-Harem,SocialIssues,SiblingRivalry,Heiress","Horikita Maki,Kaname Jun,Okada Yoshinori,Mukai Osamu,Yamamoto Yusuke,Seto Koji,",
23,https://mydramalist.com/23-kimi-wa-petto,Kimi wa Petto (2003), Drama, Japan ," Kaneko Fuminori,  Kato Arata,  Takanari Mahoko ","  You're My Pet  ,   Tramps Like Us  ,   Kimi wa Pet  ", 10," 7.6 (scored by 10,312 users)"," Apr  9, 2003 - Jun 18, 2003", 54 min.,"Comedy,Romance,Drama","Cohabitation,ClingyMaleLead,AdaptedFromAManga,AgeGap,SweetMaleLead,SecretRelationship,HiddenIdentity,SmartFemaleLead,OlderWoman/YoungerMan,Arashi","Koyuki,Matsumoto Jun,","Tanabe Seiichi,Suzuki Sarina,Watanabe  Ikkei ,Sakai Wakana,"
24,https://mydramalist.com/24-full-house-,Full House  (2004), Drama, South Korea ," Pyo Min Soo,  Park Chan Yool ","  Pul Hauseu ,  Pool Haooseu  ", 16," 7.7 (scored by 20,488 users)"," Jul 14, 2004 - Sep  2, 2004", 1 hr. 10 min.,"Comedy,Romance,Drama","ContractRelationship,MarriageOfConvenience,Cohabitation,LoveSquare,AdaptedFromAManhwa,HateToLove,FamousLead/CommonLead,MeanMaleLead,FemaleChasesMaleFirst","Rain,Song Hye Kyo,Kim Sung Soo,Han Da Gam,","Kang Do Han,Lee Young Eun,"
25,https://mydramalist.com/25-gokusen,Gokusen (2002), Drama, Japan ," Sato Toya,  Otani Taro ","  Gokudo no Sensei  ,   Gangster Teacher  ", 12," 8.1 (scored by 11,355 users)"," Apr  1, 2002 - Jul  3, 2002", 54 min.,"Action,Friendship,Comedy,School,Youth,Drama","StrongFemaleLead,HighSchool,AdaptedFromAManga,OlderWoman/YoungerMan,Gangster,AgeGap,Yakuza,SignatureMove,Delinquent,Mafia","Nakama Yukie,Matsumoto Jun,Oguri Shun,Waki Tomohiro,Narimiya Hiroki,Ishigaki Yuma,",
26,https://mydramalist.com/26-gokusen-2,Gokusen 2 (2005), Drama, Japan ," Sato Toya,  Otani Taro ","  Gokudo no Sensei 2 ,  Gangster Teacher 2 ,  Gokusen 2005 ,  ごくせん 2 005  ", 10," 7.9 (scored by 7,566 users)"," Jan 15, 2005 - Mar 19, 2005", 54 min.,"Action,Friendship,Comedy,School,Youth,Drama","SignatureMove,KAT-TUN,Delinquent,HighSchool,PersistentTeacher,Yakuza,StrongFemaleLead,AdaptedFromAManga,IdolActor","Nakama Yukie,Kamenashi Kazuya,Akanishi Jin,Hayami Mokomichi,Koike Teppei,Koide Keisuke,",
27,https://mydramalist.com/27-gokusen-3,Gokusen 3 (2008), Drama, Japan ," Sato Toya,  Otani Taro ","  Gokudo no Sensei  ,   Gangster Teacher  ", 11," 7.8 (scored by 5,587 users)"," Apr 19, 2008 - Jun 28, 2008", 54 min.,"Action,Friendship,Comedy,School,Youth,Drama","Johnny'sWEST,Hey!Say!Jump,SignatureMove,Delinquent,HighSchool,PersistentTeacher,Yakuza,StrongFemaleLead,AdaptedFromAManga,IdolActor","Nakama Yukie,Takaki Yuya,Miura Haruma,Ishiguro Hideo,Nakama Junta,Kiriyama Akito,",
28,https://mydramalist.com/28-tokyo-dogs,Tokyo DOGS (2009), Drama, Japan ," Ishii Yusuke,  Narita Gaku ","  The Worst and Best Partners ,  Saiaku de Saiko no Partner ,  東京dogs~最悪で最高のパートナー~  ", 10," 7.8 (scored by 3,963 users)"," Oct 19, 2009 - Dec 21, 2009", 54 min.,"Action,Suspense,Comedy,Detective","EccentricMaleLead,Housemates,Police,Amnesia,Bromance","Oguri Shun,Mizushima Hiro,Yoshitaka Yuriko,","Katsuji Ryo,Miura Tomokazu ,Ohtsuka Nene,"
29,https://mydramalist.com/29-mei-chan-no-shitsuji,Mei-chan no Shitsuji (2009), Drama, Japan ," Kinoshita Takao,  Ishikawa Junichi,  Iwata Kazuyuki,  Joho Hidenori ","  Mei-chan's Butler ,  Mei's Butler  ", 10," 7.3 (scored by 8,431 users)"," Jan 13, 2009 - Mar 17, 2009", 54 min.,"Comedy,Romance,School,Youth","Butler,Master-ServantRelationship,SchoolBullying,AdaptedFromAManga,FamilyPressure,All-GirlsSchool,HighSchool,Princess,DamselInDistress,SchoolRivalry","Mizushima Hiro,Eikura Nana,Sato Takeru,","Yamada Yu,Mukai Osamu,Iwasa Mayuko,"
30,https://mydramalist.com/30-hana-yori-dango-final,Hana Yori Dango Final (2008), Movie, Japan , Ishii Yasuharu ,"  Boys Over Flowers: Final  ,   Hana yori dango: Fainaru  ",," 8.0 (scored by 11,844 users)",, 2 hr. 11 min.,"Comedy,Romance","AdaptedFromAManga,Bromance,Reverse-Harem,Traveling,ArrogantMaleLead,PersonalGrowth,StrongFemaleLead,Mystery,Arashi,IdolActor","Matsumoto Jun,Inoue Mao,","Oguri Shun,Matsuda Shota,Abe Tsuyoshi,Sada Mayumi,"
31,https://mydramalist.com/31-my-girlfriend-is-a-gumiho,My Girlfriend Is a Gumiho (2010), Drama, South Korea , Boo Sung Chul ,"  My Girlfriend is a Nine-Tailed Fox ,  Nae Yeojachinguneun Gumiho ,  My Girlfriend is Gumiho  ", 16," 8.1 (scored by 26,213 users)"," Aug 11, 2010 - Sep 30, 2010", 1 hr. 10 min.,"Comedy,Romance,Drama,Fantasy,Supernatural","FemaleChasesMaleFirst,MythicalBeing,InterspeciesRomance,StarCrossedLovers,Nine-tailedFox,NobleSacrifice,Obsession,LoveTriangle,Housemates,Lying","Lee Seung Gi,Shin Min Ah,Noh Min Woo,","Hyo Min,Park Soo Jin,Yoon Yoo Sun,"
32,https://mydramalist.com/32-nodame-cantabile,Nodame Cantabile (2006), Drama, Japan ," Takeuchi Hideki,  Kawamura Taisuke,  Tanimura Masaki ",    , 11," 8.3 (scored by 9,357 users)"," Oct 16, 2006 - Dec 25, 2006", 46 min.,"Music,Comedy,Romance","OrchestraConductor,ClassicalMusic,CompetentProtagonist,Aviophobia,Slapstick,EccentricFemaleLead,Neighbors,Violinist,Pianist,Musician","Ueno Juri,Tamaki Hiroshi,","Nagayama Eita,Mizukawa Asami,Koide Keisuke,Uehara  Misa,"
33,https://mydramalist.com/33-baby-i,Baby & I (2008), Movie, South Korea ,,"  Ahgiwa Na ,  Baby and Me ,  My Kid ,  Agiwa Na ,  Baby And I ,  Baby & Me  ",," 7.7 (scored by 13,967 users)",, 1 hr. 36 min.,"Comedy,School,Youth,Family","Babysitting,CalmFemaleLead,ChildAbandonment,HighSchool,Child,FemaleChasesMaleFirst,ClingyFemaleLead,SmartFemaleLead,SecretChild,AdaptedFromAManga","Jang Geun Suk,Moon Mason,Song  Ha Yoon,Park Myung Soo,","Go Gyu Pil,Choi Jae Hwan,"
34,https://mydramalist.com/34-a-millionaires-first-love,A Millionaire's First Love (2006), Movie, South Korea ,,"  Baekmanjangjaui Cheot Sarang ,  Baekmanjangjaui Cheotsarang  ",," 7.7 (scored by 10,297 users)",, 1 hr. 52 min.,"Romance,Drama,Melodrama,Tragedy","RichMaleLead,Disease,Tearjerker,StrongFemaleLead,SmartFemaleLead,ArrogantMaleLead,DeadParents,OrphanFemaleLead,OrphanMaleLead,Heir","Hyun Bin,Lee Yun Hee,","Jung Wook,Lee Han Sol,Kim Byung Se,Jo Yong Jun,"
35,https://mydramalist.com/35-spin-kick,Spin Kick (2004), Movie, South Korea ,,"  Dolryeochagi ,  Dollyeochagi ,  Taekwon Boys ,  Taekwon Boys: Spin Kick  ",, 7.0 (scored by 254 users),, 1 hr. 49 min.,"Action,Comedy,MartialArts",,"Hyun Bin,Kim Dong Wan,","Jung Woo,Jung Se In,Lee Ki Woo,Kim Gab Soo,"
36,https://mydramalist.com/36-the-warlords,The Warlords (2007), Movie, Hong Kong , Peter Chan ,"  Tau ming chong ,  投名状  ",, 7.5 (scored by 450 users),, 2 hr. 7 min.,"Action,Friendship,Historical,Drama","Battle,TaipingRebellion,SwornBrothers,QingDynasty","Jet Li,Andy Lau,Kaneshiro Takeshi,","Xu Jing Lei,Hao Lei,Lily Wang,"
37,https://mydramalist.com/37-zettai-kareshi,Zettai Kareshi (2008), Drama, Japan ," Hijikata Masato,  Sato Genta ","  Absolute Boyfriend ,  絶対彼氏 〜完全無欠の恋人ロボット〜 ,  Absolute Boyfriend ~ A Perfect Robot ~  ", 11," 7.5 (scored by 9,238 users)"," Apr 15, 2008 - Jun 24, 2008", 54 min.,"Comedy,Romance,Sci-Fi","AdaptedFromAManga,NaiveFemaleLead,ArtificialIntelligence,EccentricMaleLead,NiceMaleLead","Hayami Mokomichi,Aibu Saki,Mizushima Hiro,","Sasaki Kuranosuke,Kuninaka Ryoko,Minemura Rie,"
38,https://mydramalist.com/38-goong,Goong (2006), Drama, South Korea ," Hwang In Roe,  Kim Do Hyung ","  Gung ,  Palace ,  Princess Hours ,  Imperial Household ,  Palacio imperial  ", 24," 7.8 (scored by 24,290 users)"," Jan 11, 2006 - Mar 30, 2006", 60 min.,"Comedy,Romance,School,Drama","ArrangedMarriage,PrinceLead,RichMan/PoorWoman,LoveTriangle,SassyFemaleLead,AdaptedFromAManhwa,MeanMaleLead,HighSchool,ColdMan/WarmWoman,Cohabitation","Yoon Eun Hye,Joo Ji Hoon,Song Ji Hyo,Kim Jung Hoon,","Park Chan Hwan,Yoon Yoo Sun,"
39,https://mydramalist.com/39-sungkyunkwan-scandal,Sungkyunkwan Scandal (2010), Drama, South Korea ," Kim Won Suk,  Hwang In Hyuk ",  Seonggyungwan Seukaendeul  , 20," 8.2 (scored by 18,984 users)"," Aug 30, 2010 - Nov  2, 2010", 1 hr. 10 min.,"Historical,Comedy,Romance,School","Cross-Dressing,Bromance,HiddenIdentity,JoseonDynasty,AdaptedFromANovel,LoveTriangle,All-BoysSchool,University,Roommates,Friendship","Park Yoo Chun,Park Min Young,Song Joong Ki,Yoo Ah In,","Jeon Tae Soo,Seo Hyo Rim,"
40,https://mydramalist.com/40-liar-game,Liar Game (2007), Drama, Japan ," Matsuyama  Hiroaki,  Ohki Ayako,  Ueda Yasushi ",    , 11," 8.3 (scored by 8,932 users)"," Apr 14, 2007 - Jun 23, 2007", 36 min.,"Thriller,Psychological,Drama","Game,AdaptedFromAManga,SecretOrganization,NaiveFemaleLead,Debt,SmartMaleLead,InnocentFemaleLead,Suspense,Genius,Teamwork","Toda Erika,Matsuda Shota,","Suzuki Kosuke,Kichise Michiko,Watanabe  Ikkei ,Sakamoto Makoto,"
41,https://mydramalist.com/41-liar-game-2,Liar Game 2 (2009), Drama, Japan , Ohki Ayako ,    , 9," 8.4 (scored by 6,003 users)"," Nov 10, 2009 - Jan 19, 2010", 54 min.,"Psychological,Drama","MoralDilemma,Ex-convict,Teamwork,Betrayal,Debt,SmartMaleLead,Corruption,Game,StrongFemaleLead,Lying","Toda Erika,Kikuchi Rinko,Matsuda Shota,","Takei Emi,Yuui Ryoko,Mashima Hidekazu,"
42,https://mydramalist.com/42-devil-beside-you,Devil Beside You (2005), Drama, Taiwan , Lin He Long ,"  E Mo Zai Shen Bian ,  Devils Do Exist ,  悪魔で候  ", 20," 7.8 (scored by 12,976 users)"," Jun  5, 2005 - Oct 16, 2005", 45 min.,"Friendship,Comedy,Romance,School,Family","Step-siblingsLove,BadMan/goodWoman,CollegeLife,AdaptedFromAManga,LoveTriangle,ColdMan/WarmWoman,NiceStepfather,NiceStepmother,FastPacedRomance,StepsiblingRomance","Rainie Yang,Mike He,Kingone Wang,Joyce Tsai,","Fion Fu,Masuyama Yuki,"
43,https://mydramalist.com/43-koizora,Koizora (2008), Drama, Japan , Imai Natsuki ,"  Koizora ,  Koizora: Setsunai Koi Monogatari ,  Sky of Love: A Sad Love Story ,  Sky of Love ~Someone I love is there~ ,  Sky of Love  - Someone I love is there  ", 6," 7.9 (scored by 9,684 users)"," Aug  2, 2008 - Sep 13, 2008", 58 min.,"Romance,School,Drama,Tragedy","HighSchool,AdaptedFromANovel,Tearjerker,Pregnancy,LoversSeparated,StarCrossedLovers,Miniseries,InnocentFemaleLead","Mizusawa Erena,Seto Koji,","Abe Tsuyoshi,Aoi,Miura Shohei,Haru,"
44,https://mydramalist.com/44-kurosagi,Kurosagi (2006), Drama, Japan ," Ishii Yasuharu,  Hirano Shunichi,  Matsubara Hiroshi ",  The Black Swindler  , 11," 7.7 (scored by 6,873 users)"," Apr 14, 2006 - Jun 23, 2006", 54 min.,"Action,Suspense,Romance,Crime","NEWS(Band),OlderWoman/YoungerMan,ConArtist,Revenge,TragicPast,MeanMaleLead,AdaptedFromAManga,IdolActor","Yamashita Tomohisa,Horikita Maki,","Ichikawa Yui,Yamazaki Tsutomu,Okunuki Kaoru,Aikawa Sho,"
45,https://mydramalist.com/45-yankee-kun-to-megane-chan,Yankee-kun to Megane-chan (2010), Drama, Japan ," Kawashima Ryutaro,  Takanari Mahoko,  Yoshida Akio ","  Flunk Punk Rumble ,  Yanmega ,  Bad Boy & Good Girl  ", 10," 7.5 (scored by 4,884 users)"," Apr 23, 2010 - Jun 25, 2010", 54 min.,"Friendship,Comedy,School","BickeringCouple,PreviousDelinquent,Delinquent,HighSchool,Tsundere,CheerfulFemaleLead,SlowRomance,AdaptedFromAManga,ClingyFemaleLead","Narimiya Hiroki,Naka Riisa,","Hongo Kanata,Koyanagi Yu,Kawaguchi Haruna,Suzuki Ryohei,"
46,https://mydramalist.com/46-pasta,Pasta (2010), Drama, South Korea , Kwon Seok Jang ,  Paseuta  , 20," 7.6 (scored by 7,453 users)"," Jan  4, 2010 - Mar  9, 2010", 1 hr. 5 min.,"Food,Comedy,Romance,Drama","Cooking,Chef,Boss/EmployeeRelationship,Ambition,Rivalry,Assistant,WorkplaceRomance,HardworkingFemaleLead,SecretRelationship,Restaurant","Lee Sun Kyun,Gong Hyo Jin,Alex,Lee Ha Nee,","Choi Min Sung,Byun Jung Soo,"
47,https://mydramalist.com/47-iris,IRIS (2009), Drama, South Korea ," Kim Kyu Tae,  Yang Yoon Ho ","  Airiseu ,  Airisu  ", 20," 8.0 (scored by 8,246 users)"," Oct 14, 2009 - Dec 17, 2009", 1 hr. 20 min.,"Action,Suspense,Thriller,Romance,Drama","BIGBANG,IdolActor,MachoMan,SwornBrothers,Hostage,StrongMaleLead,Fugitive,Jealousy,Spy,Corruption","Lee Byung Hun,Kim Tae Hee,Jung Joon Ho,Kim So Yeon,Kim Seung Woo,","T.O.P,"
48,https://mydramalist.com/48-my-girl-2005,My Girl (2005), Drama, South Korea , Jeon Ki Sang ,"  Mai Geol ,  Maigeol  ", 16," 7.8 (scored by 13,925 users)"," Dec 14, 2005 - Feb  2, 2006", 1 hr. 10 min.,"Comedy,Romance,Drama","RichMan/PoorWoman,StolenIdentity,ContractRelationship,PretendRelationship,QuirkyFemaleLead,Bromance,SassyFemaleLead,Ex-girlfriendComesBack,Housemates,RagsToRiches","Lee Da Hae,Lee Dong Wook,Lee Joon Gi,Park Shi Yeon,","Yoon Jung Eun,Hwang Bo Ra,"
